loan_word;purist_equivalent_edited
redonderen;overvloeyen, hervloeyen, te rugh vloeyen
redonneren;wedergeeven
redoublement van interdict;wedereyschdoening, tegeneyschdoening
redoublement;verdubbeling, weerverdubbeling
redoubleren;verdubbelen, dubbelmaaken, tweevoudigmaaken
redres;herstelling, herschikking
redresseren;herstellen, herschikken
reducent;weeromleyder, herleyder, afkorter, aftrekker
reduceren;wederom leyden, herleyden, afkorten, aftrekken
reductie;beroep van uytspraak, beroep van seggenschap
reduplicatie;verdubbeling, dubbelmaaking, tweevoudig maaking
redupliceren;verdubbelen, dubbelmaaken, tweevoudigmaaken
reeel;saakig
reeele actie;antaal regt, antaal op eenig goed
reeele statuyt;
reeelijk;saakelijk, daadelijk, waarlijk, in der daad
reeeliteyt;saakelijkheyd, daadelijkheyd
reële executie;
refactie;herdoening
refectie;voeding, vervarsching, verfrisschingh, verstelling, vermaaking,verheuging, verblijding
referendarien;overbrengers, verhaalers, anbrengers, overdraagers
refereren;verhaalen, bybrengen, angedraagen sik iewers an, betrekken, gelijkzijn
reficieren;hermaaken, vermaaken, verstellen, vervarschen, verheugen,verblijden
refineren;
reflecteren;verbuygen, ombuygen, wederomkeeren, afkeeren, weerbuygen
reflexie;weerbuyging, verbuyging, ombuyging, afkeering, weerslag
reformant;beroeper, beroeper van klaaring
reformateur;hermaaker, herstelder
reformatie;klaaring, beroep van klaaring
reformeerde religie;
reformeeren;herstellen, hermaaken, eenig ding wederom gestalte gedaantegeeven
refractie;verbreeking
refreche;vervarsching
refrecheren;vervarschen
refrenatie;betooming, beteugeling, breydeling, bedwinging
refreneren;betoomen, beteugelen, breydelen, bedwingen
refriceren;weeropwrijven, weeropkrabben
refrigeratie;verkoeling
refrigereren;verkoelen
refringeren;verbreeken
refriqueren;
refuge;toevlugt
refulgeren;wederschijnen, weer schijnen, seer schijnen
refunderen;vergelden, opbrengen, betaalen de gedaane kosten
refus;weygering
refuseren;weygeren, afslaan, verwerpen
refusie;weygering
refutatie;wederlegging, wederleg, tegensegging, berisping, verwerping
refuteren;wederleggen, tegenseggen, berispen, straffen, verwerpen
regaal;Koninglijk, Vorstelijk, heerlijk
regalien;Koningsregten, Koninglijke voorregten, heerschapsregten, heerschaps voorregten
regard;opsigt, ansien, anschouw, anmerkingh, agtneeming
regarderen;ansien, anschouwen, anmerken, agtneeming, opsien
regel;rije, rigtsnoer, maatstok, streep, schik, stel, voeging
regeneratie. wederbaaring;wedergeboorte
regenereren;wederbaaren
regent;bestierder, heerscher, voogd, landvoogd, rijksvoogd
regente;bestierster, heerschersse, voogdesse, landvoogdes, rijksvoogdes
regeren;bestieren, heerschen
regime;bestier, heersching, beheersching, heerschappy
regiment;bestier, heersching, beheersching, heerschappy
register;tafel, bladwijser
registreren;opschrijven, schriftwaarhanden
reglement;schikking, rigting, narigtingh, voeging
regleren;schikken, voegen
regneren;heerschen, bestieren
regredieren;te rug treeden, agterwaarts gaan, wederom gaen, wederom keeren
regres;verhaal, verhaal op ander
regret;berouw
regretteren;leeddraagen, berouw hebben
regt van preferentie;voorgank regt, regt van voorgang, regt van voordeeling,regt van voorstelling
regulair;geschikt, gevoegt, wel op rije gestelt, wel op gepast
reguleren;schikken, voegen, bestieren
rehabiliteren;wederom bequaam maaken
reine;Koningin
reinemere;Koninginne moeder
reiteratie;herhaaling, hervatting
reitereren;herhaalen, hervatten, wederom seg-gen dat men eens gesegt heeft
rejecteren;verwerpen
rejectie;verwerping
rejicieren;verwerpen, wederom werpen
relaas;verhaal, verhaal van verrigting, vertelling
relacheren;verslappen, laaten slippen, loslaaten
relate;opsigtelijk, met opsigt ergens op
relateren;verhaalen, vertellen, verhaalen sijn wedervaaren, verhaalen iets ’tgeen men verrigt heeft
relatie;verhaaling, verhaal, verhaal van verrigting, vertelling
relatijf;vertelbaar, verhaalijk, betrekkelijk, opsigtelijk
relaxatie;ontslaaging, lossing, slaaking, ontlossing, verspreyding, ontspanning
relaxeren;lossen, ontlossen, ontslaan
relegateren;wedermaaken, weder bespreeken, iemand weder iets by uyterstewilmaaken
relegatie;verbanning, uytbanning, versending, wegsending
relegeren;bannen, uytbannen, wegsenden, versenden, wederom senden,verwijsen op seker plaats te vertrekken
relevatie;opheffing, wederopheffing, opligting, verligting
releveren;opheffen, opbeuren, opligten, verligten, ontheffen
relictie;agterlaating
relief tegens de indebite exploiteringe van de appellatie;herstellingh tegens deontijdige verwittiging des beroeps
relief tegens de indebite interjectie van de appellatie;herstelling tegens deonbehoorlijke inbrenging des beroeps
relief tegens de indebite verheffing;herstelling in sijn geheel tegens deonbehoorlijke en ontijdige verkrijging van dagbrief, herstelbrieftegens de onbehoorlijke en ontijdige verkrijging van dagbrief
relief;herstelling, stelling in ’t geheel, herstelling in sijn geheel, herstelbrief
relievement;ontheffing, verheffing, verligting
religie catholijk;
religie gereformeert;
religie;Godsdienst, dienst Gods, is de dienst waarmede ider God soekt te behaagen te eeren
religieus;godsdienstig, godspligtig, geestelijk
religieusen;geestelijken, godsdienstigen
reliqua;oplegging van ’t kort, bylegging van ’t geen der te kort komt
reliquien;overblijfselen, die ievers van overig zijn gebleven
remarqueren;anmerken, agtneemen
rembourseren;weerbetaalen, weeruytgeven, verschieten, uyttellen
remedie;tegenmiddel, hulp, raad, helpmiddel, hulpmiddel, heelmiddel, geneesmiddel
remedieren;weder te regtbrengen, helpen, heelen, geneesen
rememorieren;herdenken, weerverhaalen, eerinneeren
reminiscentie;herdenking, geheugenis
remis;vergiffenis, vergeeving, doodslags vergiffenis, de gunste vaneen vorst
remissie debatteren;brieven van doodslags vergiffenis wederspreeken
remissie;oversetting, oversending, overmaking, verslapping
remittent;verwerper eenes wisselbriefs, afwijser eenes wisselbriefs
remitteren;wedersenden, wederom senden, te rug senden, oversenden,oversetten, overmaaken
remonstrant;betooner, anwijser
Remonstranten;zijn de uytgestootene uyt de herstelde Godsdienst
remonstrantie;betooning, vertoog, vertooning
remonstreren;betoonen, vertoonen, vertoogen
remors;knaaging, wroeging
remotie;wegdoening, wegneeming, afwending, afweering, verschuyving
removeren;wegdoen, wegneemen, weeren, afweeren, afwenden, verschuyven
rempart;wal, bolwerk
remueren;roeren, verroeren, beweegen
remunerateur;belooner, vergelder
remuneratie;belooning, vergelding
remunereren;beloonen, vergelden
rencontre;ontmoeting, wedervaaring, bejegening, tegenloop
rencontreren;ontmoeten, bejegenen, wedervaaren, tegenloopen
rendant;rekeninghouder, boekhouder
renfort;versterking
renommee;vermaartheyd, benaamtheyd
renommeren;vermaartmaaken, benaamtmaaken, vermaaren
renonciatie;
renoncieren;
renouvelleren;vernieuwen
renovatie;de tweede anmaaning, tweede vermaaning
renoveren;vernieuwen, ververschen
rente;inkomst, jaerlijkse inkomst diemen van sijn goederen krijgt
rentenier;inkomstleever, geldswinst leever, die van sijn inkomst, geldswinstleeft
renunciatie van het beneficie senatus consulti velliani;afstant van het voorregtvan onaanspraakelijkheyd in borgtogt saaken, andere verbintenissen
renunciatie van reauditie;opsegging van herhooring eenes gewijsde, afstantvan herhooring van gewijsde te versoeken, sie reauditie
renunciatie;opsegging, ontsegging, afsegging, afstaaning
renuncieren;opseggen, afseggen, ontseggen, afstaan
Renuncieren;wederboodschappen, boodschappen, wederseggen, verkondigen,verklaaren
renvers;omkeer
renversaal;
renversaalbrieven;wederblijkbrieven, onkrachtingbrieven, tegenblijkbrieven
renverseren;verkeeren, omkeeren
renversie;verkeering, omkeering
renvoy aan goede mannen;overwijsing aan goedemannen
renvoy;overwijsing na den dagelijkschen regter, sending tot den onderhoorigenregter, ontslaaging van vreemde regtbank
renvoyeren;versenden, wedersenden
reparatie van attentaten;herstelling van alle daadelijkheyden, wederregtingvan alle nieuwigheyden, wederregting van alle daadelijkheden
reparatie;vermaaking, hermaaking, vernieuwing, vergoeding, herstelling,wederregting
repareren;vermaken, wedermaken, vernieuwen, vergoeden, herstellen, in sijneerste staat stellen
repartieren;verdeelen
repartitie;verdeeling, deeling, bedeeling, andeel
repelleren;verdrijven, te rugdrijven, afkeeren
repeteren;verhaalen, herhaalen, wederverhaalen, wedereyschen, weerbegeeren
repetitie;verhaaling, herhaaling, wederverhaaling, wedereysching
replicate;antwoordelijk, weervouwiglijk
replicatie;ontvouwing, hervouwing, omwending
repliceren;tegenweer doen, tegenweeren, wederleggen, wederantwoorden,wederseggen, verantwoorden
replijcq met middelen;tegenweerschrift met middelen en bewijsen
replijk;tegenweer, wederantwoord, tegenweer is het tweede seggen van eeneyscher, waar mede hy des gedagdens antwoord wederlegt
reponeren;herstellen, wederstellen, wederomleggen, opsluyten en ergens leggente bewaaren, wederom geven
repoos;ruste
reposeren;rusten
reprehenderen;berispen, bestraffen, begrijpen,van agtergrijpen
reprehensibel;berispelijk, bestraffelijk
reprehensie;berisping, bestraffing
represailie;wederneeming, wedereysching met geweld, bekommering enbesetting om de gemeene saak
represailie-brieven;brieven van wederneeming, waar by wederneemingtoegestaan word vande overheyd
representatie;plaatsvullingh, in de plaats koming van ander plaatsvullingis, wanneer de afkomelingen in de plaats van hun voorsaten, tot erffenis vanhun maagen komen
representeerder des staats;vertoonder des staats, verbeelder des staats
representeerder;vertoonder, verbeelder, afbeelder, plaatsvuller, indeplaatskomer
representeren;plaatsvullen, in de plaats komen van ander
reprimende;bedwang, bestraffing, bekijving
reprimeren;verdrukken, bedwingen
reprinse;hervatting
repriseren;herschatten, wederom waarderen
reprobatie;wederlegging, wraaking, verwerping
reproberen;wederleggen, wraaken, verwerpen, niet anneemen
reprochant;wederlegger, wraaker
reproche;wederlegging, wraaking, verwerping, berisping
reprochen maaken;wederleggingen maaken, wederleggingschrift maaken,waar mede men eenige getuygen wil wederleggen, getuygen wederleggen, wraaken
reprocheren;wederleggen, wraaken, verwerpen, berispen
reproduceren;wedervoortbrengen, wederbeleggen
reproductie van getuygen;wederbelegging van getuygen wedervoorbrengingvan getuygen
reproductie;wedervoortbrenging, wederbelegging
repromissie;wederbelofte, tegenbelofte
repromitteren;wederbelooven, tegen belooven, belooven
reprouveren;wederleggen, wraaken
republijc;gemeenebest, gemeinen staat,
repudiatie;verstooting, verlaating, verwerping
repudie;trouwbelofts breekingh
repudieren;trouwbeloftbreeken, repudieren, houwlijkscheyden, hegtscheyden
repugnant;tegenstrijdig, weerstreevig
repugnantie;tegenheyd, tegenstrijdigheyd, tegenstreevigheyd, weerstreevigheyd
repugneren;bevegten, tegenstrijden, tegenseggen, wederstaan
repulsie;verdrijving, afweering, afkeering
reputabel;agtbaar
reputatie;agting, agtbaarheyd
reputatieus;agtbaar
reputeren;agten
request civil om de conclusie te amplieren;versoekschriftom sijn besluyt in regten te mogen vergrooten, veranderen
request civil tegens de indebite interjectie vande appellatie;versoekbriefvan verheffing tegens de onbehoorlijke inbrenging des beroeps
request civil;heus versoek, beleeft versoek, beleeft versoekschrift,ootmoedig versoek
request in judicie;versoekschrift in regtspleeging, versoek in regten
request om de arrementen vanden processe an teneemen;versoekschrift dat de overblijfselen van geding mogenangenoomen worden
request om mandament;versoekschriftom dagbrief middelerwijls regt te bekomen
request om mandement te bekomen;versoekschrift om dagbrief tebekomen
request om nieuwe feyten te mogen poseren;een versoekschrift om nieuwe stellingen te moogen maaken, ende des noods tebewaarheden, versoekschrift om nieuwe stellingen te moogen maaken,ende toegelaaten om die te bewijsen en waar te maaken
request om provisie van justitie te bekomen;versoekschrift om middelerwijlsregt te beko-men
request van interruptie;versoekbrief van verloop des gedings, versoekschriftvan gedings afbreuk, versoekschrift van gedings verloop
request;versoekschrift, versoekbrief
requesteren;versoeken, by versoekschrift iets versoeken
requirant;begeerder, versoeker, eyscher
requireerde;begeerde, versogte
requireren;begeeren, versoeken, vraagen, naarstelijk soeken, eyschen,vereyschen
requisit;vereyschte, versogte, begeerde
requisitie;versoek, begeer, eysch, vereysch
requisitorien;
rescinderen;afsnijden, afbreeken, vernietigen
rescissie;afsnijding, afbreeking, vernietiging
rescontre;
rescontreren;
rescriberen;antwoorden, wederom schrijven, herschrijven, wederschrijven
rescript;antwoord, ’t wederom geschrevene
rescriptie;antwoord, antwoording, wederom schrijving, herschrijving,weerschrijving
reservatie;behouding, bewaaring
reserveren;bewaaren, behouden, voorhouden, voorbehouden
resico;gevaar
resident;verblyver, plaatshouder
residentie;verblijf, verblyving, verhouding, sitting, wooning, nedersitting
resideren;verblyven, verhouden, ophouden, onthouden sik ergens op eenplaats, woonen
resignatie;overwijsing, overlaating
resigneren;overwijsen, overlaaten
resilieren;te rug springen
resipiscentie;boetvaardigheyd, bekeering
resistentie;wederstant, tegenstant
resisteren;wederstaan, tegenstaan
resistibel;weerstaanlijk, tegenstaanlijk
resolubel;ontlosselijk
resolut;rustig, onbeteuter, vryborstig
resolutie;voorneeming, besluyt, opset
resolutien;besluyten, voorneemingen
resolveren;voorneemen, besluyten
resonnantie;weerklank, klank, luyding
resort;onderhooring, strekking, bestek, regtsban
resorteren;gehooren, onderhooren
respect;ontsag, gesag, ansien, opsigt
respecteren;eerbieden, eerbewijsen, eer andoen, ontsien
respectijf;onderling, bysonder, bysonderlijk, opsigtig
respijt;uytstel, tijdgunning, uytstel van tijd die schuldenaar gegeeven wordom sijn betaaling te doen
respiratie;aassem haaling, adem haaling, adem schepping, aassem schepping
respireren;aassem haalen, adem haalen, aassem scheppen, adem scheppen
respondent;antwoorder
respondentie;antwoording, verantwoording
responderen;antwoorden, verantwoorden
responsabel;verantwoordelijk
response;antwoord
restabilieren;wederopregten, wederregten, wederom in staat stellen, herstellen
restablissement decerneren;toewijsen het middelertijds besit, herstellen inhet middelerwijls besit
Restablissement;herstelling in ’t besit, toewijsing van middelertijds besit
restablissement;wederopregting, herstelling, wederom in staat stelling
restauratie;opregting, wederopregting, vernieuwing, vermaaking, hermaaking
restaureren;vermaaken, hermaaken, vernieuwen, opregten, wederopregten
reste;overblijfsel, overschot
resteren;overblijven, overschieten
restipulatie;wederbelooving, tegenbelooving
restipuleren;wederbelooven, tegenbelooven
restitueren;herstellen, wedergeeven, weerstellen, weer opmaaken
restitutie;wedergeeving, herstelling
restoir;overschot, overblijfsel, vergoeding, wedergeeving
restrict;verknogt, vastgebonden, verbonden
restrictie;vervang, inbinding, stijfbinding, pranging
restrictien;inbanden
restringeren;vastbinden, stijfbinden, intrekken, toeprangen
resultatie;weerspringing, opsprong, opstand, ontstaaning
resulteren;weerspringen, opspringen, ontspringen, opstaan, ontstaan
resumeren;hervatten, herhaalen, herneemen, wederneemen, verhaalen
resumptie;herneeming, wederneeming, hervatting, herhaaling, verhaaling
resurgeren;wederopstaan, verrijsen
resurrectie;wederopstandinge, verrijsenis
